preamble,stimulus,item,category,rank,true,"score (sum, mean, [list)",params,model
It is true that a saw is a,tool.,saw,tool,1,1,"(-6.538726806640625, -3.2693634033203125, [-3.8109664916992188, -2.7277603149414062])",124439808,gpt2
It is false that a saw is a,tool.,saw,tool,1,-1,"(-6.269371032714844, -3.134685516357422, [-4.17523193359375, -2.0941390991210938])",124439808,gpt2
It is true that a hammer is a,tool.,hammer,tool,2,1,"(-5.8373260498046875, -2.9186630249023438, [-3.0204315185546875, -2.81689453125])",124439808,gpt2
It is false that a hammer is a,tool.,hammer,tool,2,-1,"(-5.417243957519531, -2.7086219787597656, [-3.284423828125, -2.1328201293945312])",124439808,gpt2
It is true that a ruler is a,tool.,ruler,tool,3,1,"(-7.942115783691406, -3.971057891845703, [-5.075233459472656, -2.86688232421875])",124439808,gpt2
It is false that a ruler is a,tool.,ruler,tool,3,-1,"(-8.029281616210938, -4.014640808105469, [-5.4289093017578125, -2.600372314453125])",124439808,gpt2
It is true that a screwdriver is a,tool.,screwdriver,tool,4,1,"(-6.3852691650390625, -3.1926345825195312, [-3.5350875854492188, -2.8501815795898438])",124439808,gpt2
It is false that a screwdriver is a,tool.,screwdriver,tool,4,-1,"(-5.416114807128906, -2.708057403564453, [-3.3931655883789062, -2.02294921875])",124439808,gpt2
It is true that a drill is a,tool.,drill,tool,5,1,"(-6.2106170654296875, -3.1053085327148438, [-3.501220703125, -2.7093963623046875])",124439808,gpt2
It is false that a drill is a,tool.,drill,tool,5,-1,"(-6.146354675292969, -3.0731773376464844, [-3.868865966796875, -2.2774887084960938])",124439808,gpt2
It is true that a nail is a,tool.,nail,tool,6,1,"(-7.4907989501953125, -3.7453994750976562, [-5.1678314208984375, -2.322967529296875])",124439808,gpt2
It is false that a nail is a,tool.,nail,tool,6,-1,"(-7.220947265625, -3.6104736328125, [-5.253082275390625, -1.967864990234375])",124439808,gpt2
It is true that a tape measure is a,tool.,tape measure,tool,7,1,"(-6.735633850097656, -3.367816925048828, [-3.3969802856445312, -3.338653564453125])",124439808,gpt2
It is false that a tape measure is a,tool.,tape measure,tool,7,-1,"(-6.597846984863281, -3.2989234924316406, [-3.8188705444335938, -2.7789764404296875])",124439808,gpt2
It is true that a sawhorse is a,tool.,sawhorse,tool,8,1,"(-10.288459777832031, -5.144229888916016, [-7.005706787109375, -3.2827529907226562])",124439808,gpt2
It is false that a sawhorse is a,tool.,sawhorse,tool,8,-1,"(-9.795272827148438, -4.897636413574219, [-7.308891296386719, -2.4863815307617188])",124439808,gpt2
It is true that a sandpaper is a,tool.,sandpaper,tool,9,1,"(-7.2295379638671875, -3.6147689819335938, [-4.444427490234375, -2.7851104736328125])",124439808,gpt2
It is false that a sandpaper is a,tool.,sandpaper,tool,9,-1,"(-6.017417907714844, -3.008708953857422, [-4.036651611328125, -1.9807662963867188])",124439808,gpt2
It is true that a sander is a,tool.,sander,tool,10,1,"(-6.4793548583984375, -3.2396774291992188, [-3.574951171875, -2.9044036865234375])",124439808,gpt2
It is false that a sander is a,tool.,sander,tool,10,-1,"(-5.669212341308594, -2.834606170654297, [-3.5900039672851562, -2.0792083740234375])",124439808,gpt2
It is true that a level is a,tool.,level,tool,11,1,"(-9.443061828613281, -4.721530914306641, [-6.682701110839844, -2.7603607177734375])",124439808,gpt2
It is false that a level is a,tool.,level,tool,11,-1,"(-9.5677490234375, -4.78387451171875, [-7.0032501220703125, -2.5644989013671875])",124439808,gpt2
It is true that a plane is a,tool.,plane,tool,12,1,"(-8.797386169433594, -4.398693084716797, [-5.973175048828125, -2.8242111206054688])",124439808,gpt2
It is false that a plane is a,tool.,plane,tool,12,-1,"(-9.415557861328125, -4.7077789306640625, [-6.9734649658203125, -2.4420928955078125])",124439808,gpt2
It is true that a file is a,tool.,file,tool,13,1,"(-9.685890197753906, -4.842945098876953, [-6.881561279296875, -2.8043289184570312])",124439808,gpt2
It is false that a file is a,tool.,file,tool,13,-1,"(-8.66864013671875, -4.334320068359375, [-6.555122375488281, -2.1135177612304688])",124439808,gpt2
It is true that a toolbox is a,tool.,toolbox,tool,14,1,"(-7.788238525390625, -3.8941192626953125, [-2.33404541015625, -5.454193115234375])",124439808,gpt2
It is false that a toolbox is a,tool.,toolbox,tool,14,-1,"(-8.015281677246094, -4.007640838623047, [-2.925994873046875, -5.089286804199219])",124439808,gpt2
It is true that a t-square is a,tool.,T-square,tool,15,1,"(-9.920669555664062, -4.960334777832031, [-6.57440185546875, -3.3462677001953125])",124439808,gpt2
It is false that a t-square is a,tool.,T-square,tool,15,-1,"(-9.305160522460938, -4.652580261230469, [-7.053337097167969, -2.2518234252929688])",124439808,gpt2
It is true that a chisel is a,tool.,chisel,tool,16,1,"(-5.227500915527344, -2.613750457763672, [-2.1902847290039062, -3.0372161865234375])",124439808,gpt2
It is false that a chisel is a,tool.,chisel,tool,16,-1,"(-4.3214874267578125, -2.1607437133789062, [-2.2316436767578125, -2.08984375])",124439808,gpt2
It is true that a rasp is a,tool.,rasp,tool,17,1,"(-9.92340087890625, -4.961700439453125, [-6.722038269042969, -3.2013626098632812])",124439808,gpt2
It is false that a rasp is a,tool.,rasp,tool,17,-1,"(-9.130844116210938, -4.565422058105469, [-6.82098388671875, -2.3098602294921875])",124439808,gpt2
It is true that a pencil is a,tool.,pencil,tool,18,1,"(-5.7467498779296875, -2.8733749389648438, [-3.1096725463867188, -2.6370773315429688])",124439808,gpt2
It is false that a pencil is a,tool.,pencil,tool,18,-1,"(-5.101722717285156, -2.550861358642578, [-3.06829833984375, -2.0334243774414062])",124439808,gpt2
It is true that a hacksaw is a,tool.,hacksaw,tool,19,1,"(-6.2577056884765625, -3.1288528442382812, [-3.0060501098632812, -3.2516555786132812])",124439808,gpt2
It is false that a hacksaw is a,tool.,hacksaw,tool,19,-1,"(-5.7397918701171875, -2.8698959350585938, [-3.4203567504882812, -2.3194351196289062])",124439808,gpt2
It is true that a square is a,tool.,square,tool,20,1,"(-10.060562133789062, -5.030281066894531, [-7.370567321777344, -2.6899948120117188])",124439808,gpt2
It is false that a square is a,tool.,square,tool,20,-1,"(-9.745223999023438, -4.872611999511719, [-7.759124755859375, -1.9860992431640625])",124439808,gpt2
It is true that a bench is a,tool.,bench,tool,21,1,"(-8.315399169921875, -4.1576995849609375, [-5.0615386962890625, -3.2538604736328125])",124439808,gpt2
It is false that a bench is a,tool.,bench,tool,21,-1,"(-8.10418701171875, -4.052093505859375, [-5.2613677978515625, -2.8428192138671875])",124439808,gpt2
It is true that a plier is a,tool.,plier,tool,22,1,"(-7.064033508300781, -3.5320167541503906, [-4.2733001708984375, -2.7907333374023438])",124439808,gpt2
It is false that a plier is a,tool.,plier,tool,22,-1,"(-6.715888977050781, -3.3579444885253906, [-4.516731262207031, -2.19915771484375])",124439808,gpt2
It is true that a wrench is a,tool.,wrench,tool,23,1,"(-5.647453308105469, -2.8237266540527344, [-3.021636962890625, -2.6258163452148438])",124439808,gpt2
It is false that a wrench is a,tool.,wrench,tool,23,-1,"(-5.1014862060546875, -2.5507431030273438, [-3.2066421508789062, -1.8948440551757812])",124439808,gpt2
It is true that a ladder is a,tool.,ladder,tool,24,1,"(-7.560577392578125, -3.7802886962890625, [-4.230598449707031, -3.3299789428710938])",124439808,gpt2
It is false that a ladder is a,tool.,ladder,tool,24,-1,"(-6.997123718261719, -3.4985618591308594, [-4.6371307373046875, -2.3599929809570312])",124439808,gpt2
It is true that a lathe is a,tool.,lathe,tool,25,1,"(-6.982635498046875, -3.4913177490234375, [-3.6620864868164062, -3.3205490112304688])",124439808,gpt2
It is false that a lathe is a,tool.,lathe,tool,25,-1,"(-5.929359436035156, -2.964679718017578, [-3.460662841796875, -2.4686965942382812])",124439808,gpt2
It is true that a vise is a,tool.,vise,tool,26,1,"(-6.923942565917969, -3.4619712829589844, [-3.31201171875, -3.6119308471679688])",124439808,gpt2
It is false that a vise is a,tool.,vise,tool,26,-1,"(-6.328392028808594, -3.164196014404297, [-3.7879180908203125, -2.5404739379882812])",124439808,gpt2
It is true that a screw is a,tool.,screw,tool,27,1,"(-6.5995025634765625, -3.2997512817382812, [-4.38116455078125, -2.2183380126953125])",124439808,gpt2
It is false that a screw is a,tool.,screw,tool,27,-1,"(-6.093132019042969, -3.0465660095214844, [-4.502754211425781, -1.5903778076171875])",124439808,gpt2
It is true that a wood is a,tool.,wood,tool,28,1,"(-8.005104064941406, -4.002552032470703, [-5.43194580078125, -2.5731582641601562])",124439808,gpt2
It is false that a wood is a,tool.,wood,tool,28,-1,"(-7.5193328857421875, -3.7596664428710938, [-5.578300476074219, -1.9410324096679688])",124439808,gpt2
It is true that a wedge is a,tool.,wedge,tool,29,1,"(-8.403144836425781, -4.201572418212891, [-5.422752380371094, -2.9803924560546875])",124439808,gpt2
It is false that a wedge is a,tool.,wedge,tool,29,-1,"(-8.118453979492188, -4.059226989746094, [-5.836524963378906, -2.2819290161132812])",124439808,gpt2
It is true that a lumber is a,tool.,lumber,tool,30,1,"(-7.48797607421875, -3.743988037109375, [-4.638145446777344, -2.8498306274414062])",124439808,gpt2
It is false that a lumber is a,tool.,lumber,tool,30,-1,"(-6.892478942871094, -3.446239471435547, [-4.762809753417969, -2.129669189453125])",124439808,gpt2
It is true that a blueprint is a,tool.,blueprint,tool,31,1,"(-6.731117248535156, -3.365558624267578, [-4.2702178955078125, -2.4608993530273438])",124439808,gpt2
It is false that a blueprint is a,tool.,blueprint,tool,31,-1,"(-7.108848571777344, -3.554424285888672, [-4.835258483886719, -2.273590087890625])",124439808,gpt2
It is true that a brace is a,tool.,brace,tool,32,1,"(-8.491973876953125, -4.2459869384765625, [-5.203407287597656, -3.2885665893554688])",124439808,gpt2
It is false that a brace is a,tool.,brace,tool,32,-1,"(-8.218917846679688, -4.109458923339844, [-5.957695007324219, -2.2612228393554688])",124439808,gpt2
It is true that an awl is a,tool.,awl,tool,33,1,"(-7.587074279785156, -3.793537139892578, [-4.2154541015625, -3.3716201782226562])",124439808,gpt2
It is false that an awl is a,tool.,awl,tool,33,-1,"(-6.410774230957031, -3.2053871154785156, [-4.1204833984375, -2.2902908325195312])",124439808,gpt2
It is true that a crowbar is a,tool.,crowbar,tool,34,1,"(-7.7155914306640625, -3.8577957153320312, [-4.472938537597656, -3.2426528930664062])",124439808,gpt2
It is false that a crowbar is a,tool.,crowbar,tool,34,-1,"(-6.466087341308594, -3.233043670654297, [-4.150505065917969, -2.315582275390625])",124439808,gpt2
It is true that a hinge is a,tool.,hinge,tool,35,1,"(-8.52374267578125, -4.261871337890625, [-5.0579833984375, -3.46575927734375])",124439808,gpt2
It is false that a hinge is a,tool.,hinge,tool,35,-1,"(-7.841789245605469, -3.9208946228027344, [-5.394950866699219, -2.44683837890625])",124439808,gpt2
It is true that a miter box is a,tool.,miter box,tool,36,1,"(-8.932518005371094, -4.466259002685547, [-5.23614501953125, -3.6963729858398438])",124439808,gpt2
It is false that a miter box is a,tool.,miter box,tool,36,-1,"(-7.7353515625, -3.86767578125, [-5.348152160644531, -2.3871994018554688])",124439808,gpt2
It is true that a knife is a,tool.,knife,tool,37,1,"(-4.621246337890625, -2.3106231689453125, [-2.1795578002929688, -2.4416885375976562])",124439808,gpt2
It is false that a knife is a,tool.,knife,tool,37,-1,"(-5.052314758300781, -2.5261573791503906, [-2.9595489501953125, -2.0927658081054688])",124439808,gpt2
It is true that a chalk is a,tool.,chalk,tool,38,1,"(-8.461502075195312, -4.230751037597656, [-5.4751434326171875, -2.986358642578125])",124439808,gpt2
It is false that a chalk is a,tool.,chalk,tool,38,-1,"(-7.774101257324219, -3.8870506286621094, [-5.4773712158203125, -2.2967300415039062])",124439808,gpt2
It is true that a nut is a,tool.,nut,tool,39,1,"(-8.345626831054688, -4.172813415527344, [-5.717308044433594, -2.6283187866210938])",124439808,gpt2
It is false that a nut is a,tool.,nut,tool,39,-1,"(-7.725349426269531, -3.8626747131347656, [-5.71795654296875, -2.0073928833007812])",124439808,gpt2
It is true that a bolt is a,tool.,bolt,tool,40,1,"(-7.297920227050781, -3.6489601135253906, [-4.6860504150390625, -2.6118698120117188])",124439808,gpt2
It is false that a bolt is a,tool.,bolt,tool,40,-1,"(-6.955162048339844, -3.477581024169922, [-5.14886474609375, -1.8062973022460938])",124439808,gpt2
It is true that a plumb line is a,tool.,plumb line,tool,41,1,"(-10.163688659667969, -5.081844329833984, [-6.810264587402344, -3.353424072265625])",124439808,gpt2
It is false that a plumb line is a,tool.,plumb line,tool,41,-1,"(-9.891487121582031, -4.945743560791016, [-7.194908142089844, -2.6965789794921875])",124439808,gpt2
It is true that a brush is a,tool.,brush,tool,42,1,"(-6.3454437255859375, -3.1727218627929688, [-3.5138397216796875, -2.83160400390625])",124439808,gpt2
It is false that a brush is a,tool.,brush,tool,42,-1,"(-5.913848876953125, -2.9569244384765625, [-3.9207687377929688, -1.9930801391601562])",124439808,gpt2
It is true that a sledge hammer is a,tool.,sledge hammer,tool,43,1,"(-7.10137939453125, -3.550689697265625, [-3.6434478759765625, -3.4579315185546875])",124439808,gpt2
It is false that a sledge hammer is a,tool.,sledge hammer,tool,43,-1,"(-5.8728790283203125, -2.9364395141601562, [-3.3474502563476562, -2.5254287719726562])",124439808,gpt2
It is true that a glue is a,tool.,glue,tool,44,1,"(-7.206634521484375, -3.6033172607421875, [-4.560821533203125, -2.64581298828125])",124439808,gpt2
It is false that a glue is a,tool.,glue,tool,44,-1,"(-6.9763031005859375, -3.4881515502929688, [-4.930145263671875, -2.0461578369140625])",124439808,gpt2
It is true that a paintbrush is a,tool.,paintbrush,tool,45,1,"(-5.868873596191406, -2.934436798095703, [-3.0253677368164062, -2.843505859375])",124439808,gpt2
It is false that a paintbrush is a,tool.,paintbrush,tool,45,-1,"(-5.175712585449219, -2.5878562927246094, [-3.1939697265625, -1.9817428588867188])",124439808,gpt2
It is true that a varnish is a,tool.,varnish,tool,46,1,"(-9.041236877441406, -4.520618438720703, [-5.697174072265625, -3.3440628051757812])",124439808,gpt2
It is false that a varnish is a,tool.,varnish,tool,46,-1,"(-8.086776733398438, -4.043388366699219, [-5.868843078613281, -2.2179336547851562])",124439808,gpt2
It is true that an apron is a,tool.,apron,tool,47,1,"(-9.488868713378906, -4.744434356689453, [-5.542518615722656, -3.94635009765625])",124439808,gpt2
It is false that an apron is a,tool.,apron,tool,47,-1,"(-8.723136901855469, -4.361568450927734, [-5.803749084472656, -2.9193878173828125])",124439808,gpt2
It is true that a stapler is a,tool.,stapler,tool,48,1,"(-8.454010009765625, -4.2270050048828125, [-4.765617370605469, -3.6883926391601562])",124439808,gpt2
It is false that a stapler is a,tool.,stapler,tool,48,-1,"(-7.538299560546875, -3.7691497802734375, [-5.113555908203125, -2.42474365234375])",124439808,gpt2
It is true that an extension cord is a,tool.,extension cord,tool,49,1,"(-9.950729370117188, -4.975364685058594, [-5.9924468994140625, -3.958282470703125])",124439808,gpt2
It is false that an extension cord is a,tool.,extension cord,tool,49,-1,"(-8.818092346191406, -4.409046173095703, [-6.039031982421875, -2.7790603637695312])",124439808,gpt2
It is true that a soldering iron is a,tool.,soldering iron,tool,50,1,"(-8.770965576171875, -4.3854827880859375, [-5.1970367431640625, -3.5739288330078125])",124439808,gpt2
It is false that a soldering iron is a,tool.,soldering iron,tool,50,-1,"(-6.976043701171875, -3.4880218505859375, [-4.626502990722656, -2.3495407104492188])",124439808,gpt2
It is true that a plaster is a,tool.,plaster,tool,51,1,"(-8.351234436035156, -4.175617218017578, [-5.331939697265625, -3.0192947387695312])",124439808,gpt2
It is false that a plaster is a,tool.,plaster,tool,51,-1,"(-7.8104095458984375, -3.9052047729492188, [-5.602043151855469, -2.2083663940429688])",124439808,gpt2
It is true that a wheelbarrow is a,tool.,wheelbarrow,tool,52,1,"(-7.969024658203125, -3.9845123291015625, [-4.463508605957031, -3.5055160522460938])",124439808,gpt2
It is false that a wheelbarrow is a,tool.,wheelbarrow,tool,52,-1,"(-7.091087341308594, -3.545543670654297, [-4.463714599609375, -2.6273727416992188])",124439808,gpt2
It is true that an axe is a,tool.,axe,tool,53,1,"(-5.9901885986328125, -2.9950942993164062, [-3.219696044921875, -2.7704925537109375])",124439808,gpt2
It is false that an axe is a,tool.,axe,tool,53,-1,"(-5.7382354736328125, -2.8691177368164062, [-3.569488525390625, -2.1687469482421875])",124439808,gpt2
It is true that a slide rule is a,tool.,slide rule,tool,54,1,"(-8.969093322753906, -4.484546661376953, [-5.229621887207031, -3.739471435546875])",124439808,gpt2
It is false that a slide rule is a,tool.,slide rule,tool,54,-1,"(-8.408882141113281, -4.204441070556641, [-5.4866180419921875, -2.9222640991210938])",124439808,gpt2
It is true that a cement is a,tool.,cement,tool,55,1,"(-8.278091430664062, -4.139045715332031, [-5.2899932861328125, -2.98809814453125])",124439808,gpt2
It is false that a cement is a,tool.,cement,tool,55,-1,"(-7.827911376953125, -3.9139556884765625, [-5.352752685546875, -2.47515869140625])",124439808,gpt2
It is true that an anvil is a,tool.,anvil,tool,56,1,"(-7.536399841308594, -3.768199920654297, [-4.0323333740234375, -3.5040664672851562])",124439808,gpt2
It is false that an anvil is a,tool.,anvil,tool,56,-1,"(-6.4756927490234375, -3.2378463745117188, [-3.9213790893554688, -2.5543136596679688])",124439808,gpt2
It is true that a hatchet is a,tool.,hatchet,tool,57,1,"(-6.3308258056640625, -3.1654129028320312, [-3.5191650390625, -2.8116607666015625])",124439808,gpt2
It is false that a hatchet is a,tool.,hatchet,tool,57,-1,"(-6.013603210449219, -3.0068016052246094, [-3.8261032104492188, -2.1875])",124439808,gpt2
It is true that a rag is a,tool.,rag,tool,58,1,"(-7.872398376464844, -3.936199188232422, [-5.269287109375, -2.6031112670898438])",124439808,gpt2
It is false that a rag is a,tool.,rag,tool,58,-1,"(-7.139198303222656, -3.569599151611328, [-5.1217193603515625, -2.0174789428710938])",124439808,gpt2
It is true that a scissor is a,tool.,scissor,tool,59,1,"(-7.101554870605469, -3.5507774353027344, [-3.9784698486328125, -3.1230850219726562])",124439808,gpt2
It is false that a scissor is a,tool.,scissor,tool,59,-1,"(-6.430870056152344, -3.215435028076172, [-4.228179931640625, -2.2026901245117188])",124439808,gpt2
It is true that a crane is a,tool.,crane,tool,60,1,"(-7.558998107910156, -3.779499053955078, [-4.474845886230469, -3.0841522216796875])",124439808,gpt2
It is false that a crane is a,tool.,crane,tool,60,-1,"(-6.831573486328125, -3.4157867431640625, [-4.4884796142578125, -2.3430938720703125])",124439808,gpt2
It is true that a doll is a,toy.,doll,toy,1,1,"(-5.303749084472656, -2.651874542236328, [-3.3651885986328125, -1.9385604858398438])",124439808,gpt2
It is false that a doll is a,toy.,doll,toy,1,-1,"(-4.6812896728515625, -2.3406448364257812, [-3.292327880859375, -1.3889617919921875])",124439808,gpt2
It is true that a top is a,toy.,top,toy,2,1,"(-10.676216125488281, -5.338108062744141, [-8.442604064941406, -2.233612060546875])",124439808,gpt2
It is false that a top is a,toy.,top,toy,2,-1,"(-9.698585510253906, -4.849292755126953, [-8.0169677734375, -1.6816177368164062])",124439808,gpt2
It is true that a jack-in-the-box is a,toy.,jack-in-the-box,toy,3,1,"(-8.834640502929688, -4.417320251464844, [-6.536407470703125, -2.2982330322265625])",124439808,gpt2
It is false that a jack-in-the-box is a,toy.,jack-in-the-box,toy,3,-1,"(-7.41156005859375, -3.705780029296875, [-5.869659423828125, -1.541900634765625])",124439808,gpt2
It is true that a toy soldier is a,toy.,toy soldier,toy,4,1,"(-8.636764526367188, -4.318382263183594, [-4.911170959472656, -3.7255935668945312])",124439808,gpt2
It is false that a toy soldier is a,toy.,toy soldier,toy,4,-1,"(-9.538215637207031, -4.769107818603516, [-5.56304931640625, -3.9751663208007812])",124439808,gpt2
It is true that a yo-yo is a,toy.,yo-yo,toy,5,1,"(-6.8401031494140625, -3.4200515747070312, [-4.9414215087890625, -1.898681640625])",124439808,gpt2
It is false that a yo-yo is a,toy.,yo-yo,toy,5,-1,"(-6.002677917480469, -3.0013389587402344, [-4.70733642578125, -1.2953414916992188])",124439808,gpt2
It is true that a block is a,toy.,block,toy,6,1,"(-12.529685974121094, -6.264842987060547, [-10.43255615234375, -2.0971298217773438])",124439808,gpt2
It is false that a block is a,toy.,block,toy,6,-1,"(-11.482406616210938, -5.741203308105469, [-9.960350036621094, -1.5220565795898438])",124439808,gpt2
It is true that marbles are,toys.,marbles,toy,7,1,"(-13.604759216308594, -6.802379608154297, [-11.633110046386719, -1.971649169921875])",124439808,gpt2
It is false that marbles are,toys.,marbles,toy,7,-1,"(-11.917465209960938, -5.958732604980469, [-10.486953735351562, -1.430511474609375])",124439808,gpt2
It is true that a rattle is a,toy.,rattle,toy,8,1,"(-9.5048828125, -4.75244140625, [-7.408058166503906, -2.0968246459960938])",124439808,gpt2
It is false that a rattle is a,toy.,rattle,toy,8,-1,"(-8.719154357910156, -4.359577178955078, [-7.149055480957031, -1.570098876953125])",124439808,gpt2
It is true that a stuffed animal is a,toy.,stuffed animal,toy,9,1,"(-6.204132080078125, -3.1020660400390625, [-4.3556976318359375, -1.8484344482421875])",124439808,gpt2
It is false that a stuffed animal is a,toy.,stuffed animal,toy,9,-1,"(-5.135612487792969, -2.5678062438964844, [-3.7861480712890625, -1.3494644165039062])",124439808,gpt2
It is true that a water pistol is a,toy.,water pistol,toy,10,1,"(-8.462791442871094, -4.231395721435547, [-6.387763977050781, -2.0750274658203125])",124439808,gpt2
It is false that a water pistol is a,toy.,water pistol,toy,10,-1,"(-7.5986175537109375, -3.7993087768554688, [-6.0166778564453125, -1.581939697265625])",124439808,gpt2
It is true that a teddy bear is a,toy.,teddy bear,toy,11,1,"(-5.772430419921875, -2.8862152099609375, [-3.8426513671875, -1.929779052734375])",124439808,gpt2
It is false that a teddy bear is a,toy.,teddy bear,toy,11,-1,"(-4.569976806640625, -2.2849884033203125, [-3.1785202026367188, -1.3914566040039062])",124439808,gpt2
It is true that a rocking horse is a,toy.,rocking horse,toy,12,1,"(-8.278312683105469, -4.139156341552734, [-6.1726837158203125, -2.1056289672851562])",124439808,gpt2
It is false that a rocking horse is a,toy.,rocking horse,toy,12,-1,"(-7.0058746337890625, -3.5029373168945312, [-5.433784484863281, -1.5720901489257812])",124439808,gpt2
It is true that a doll house is a,toy.,doll house,toy,13,1,"(-9.1524658203125, -4.57623291015625, [-6.283866882324219, -2.8685989379882812])",124439808,gpt2
It is false that a doll house is a,toy.,doll house,toy,13,-1,"(-8.169647216796875, -4.0848236083984375, [-5.768043518066406, -2.4016036987304688])",124439808,gpt2
It is true that a ball is a,toy.,ball,toy,14,1,"(-8.444236755371094, -4.222118377685547, [-6.6194915771484375, -1.8247451782226562])",124439808,gpt2
It is false that a ball is a,toy.,ball,toy,14,-1,"(-7.738151550292969, -3.8690757751464844, [-6.290336608886719, -1.44781494140625])",124439808,gpt2
It is true that jacks are,toys.,jacks,toy,15,1,"(-11.494781494140625, -5.7473907470703125, [-9.601600646972656, -1.8931808471679688])",124439808,gpt2
It is false that jacks are,toys.,jacks,toy,15,-1,"(-11.112266540527344, -5.556133270263672, [-9.7479248046875, -1.3643417358398438])",124439808,gpt2
It is true that paper dolls are,toys.,paper dolls,toy,16,1,"(-9.253044128417969, -4.626522064208984, [-7.09747314453125, -2.1555709838867188])",124439808,gpt2
It is false that paper dolls are,toys.,paper dolls,toy,16,-1,"(-7.968116760253906, -3.984058380126953, [-6.483924865722656, -1.48419189453125])",124439808,gpt2
It is true that an erector set is a,toy.,erector set,toy,17,1,"(-9.699134826660156, -4.849567413330078, [-7.390777587890625, -2.3083572387695312])",124439808,gpt2
It is false that an erector set is a,toy.,erector set,toy,17,-1,"(-8.509933471679688, -4.254966735839844, [-7.018501281738281, -1.4914321899414062])",124439808,gpt2
It is true that a hula hoop is a,toy.,hula hoop,toy,18,1,"(-8.048698425292969, -4.024349212646484, [-5.809684753417969, -2.239013671875])",124439808,gpt2
It is false that a hula hoop is a,toy.,hula hoop,toy,18,-1,"(-6.7976531982421875, -3.3988265991210938, [-5.346656799316406, -1.4509963989257812])",124439808,gpt2
It is true that a jump rope is a,toy.,jump rope,toy,19,1,"(-9.188667297363281, -4.594333648681641, [-7.038398742675781, -2.1502685546875])",124439808,gpt2
It is false that a jump rope is a,toy.,jump rope,toy,19,-1,"(-7.848045349121094, -3.924022674560547, [-6.377037048339844, -1.47100830078125])",124439808,gpt2
It is true that a pogo stick is a,toy.,pogo stick,toy,20,1,"(-7.1168365478515625, -3.5584182739257812, [-4.9512176513671875, -2.165618896484375])",124439808,gpt2
It is false that a pogo stick is a,toy.,pogo stick,toy,20,-1,"(-5.825286865234375, -2.9126434326171875, [-4.4766998291015625, -1.3485870361328125])",124439808,gpt2
It is true that a clay is a,toy.,clay,toy,21,1,"(-9.205802917480469, -4.602901458740234, [-7.264106750488281, -1.9416961669921875])",124439808,gpt2
It is false that a clay is a,toy.,clay,toy,21,-1,"(-8.026893615722656, -4.013446807861328, [-6.591133117675781, -1.435760498046875])",124439808,gpt2
It is true that a wagon is a,toy.,wagon,toy,22,1,"(-8.316368103027344, -4.158184051513672, [-6.2108001708984375, -2.1055679321289062])",124439808,gpt2
It is false that a wagon is a,toy.,wagon,toy,22,-1,"(-7.544532775878906, -3.772266387939453, [-5.886383056640625, -1.6581497192382812])",124439808,gpt2
It is true that a kite is a,toy.,kite,toy,23,1,"(-7.6767578125, -3.83837890625, [-5.519462585449219, -2.1572952270507812])",124439808,gpt2
It is false that a kite is a,toy.,kite,toy,23,-1,"(-6.518394470214844, -3.259197235107422, [-5.100799560546875, -1.4175949096679688])",124439808,gpt2
It is true that a train is a,toy.,train,toy,24,1,"(-9.18798828125, -4.593994140625, [-7.278038024902344, -1.9099502563476562])",124439808,gpt2
It is false that a train is a,toy.,train,toy,24,-1,"(-8.301429748535156, -4.150714874267578, [-6.800910949707031, -1.500518798828125])",124439808,gpt2
It is true that a tricycle is a,toy.,tricycle,toy,25,1,"(-8.818603515625, -4.4093017578125, [-6.530372619628906, -2.2882308959960938])",124439808,gpt2
It is false that a tricycle is a,toy.,tricycle,toy,25,-1,"(-7.4940185546875, -3.74700927734375, [-5.988792419433594, -1.5052261352539062])",124439808,gpt2
It is true that a coloring book is a,toy.,coloring book,toy,26,1,"(-8.801422119140625, -4.4007110595703125, [-6.9564971923828125, -1.8449249267578125])",124439808,gpt2
It is false that a coloring book is a,toy.,coloring book,toy,26,-1,"(-7.098594665527344, -3.549297332763672, [-5.777557373046875, -1.3210372924804688])",124439808,gpt2
It is true that crayons are,toys.,crayons,toy,27,1,"(-13.368202209472656, -6.684101104736328, [-11.215736389160156, -2.1524658203125])",124439808,gpt2
It is false that crayons are,toys.,crayons,toy,27,-1,"(-11.939704895019531, -5.969852447509766, [-10.404899597167969, -1.5348052978515625])",124439808,gpt2
It is true that a truck is a,toy.,truck,toy,28,1,"(-9.176689147949219, -4.588344573974609, [-6.9925689697265625, -2.1841201782226562])",124439808,gpt2
It is false that a truck is a,toy.,truck,toy,28,-1,"(-8.358169555664062, -4.179084777832031, [-6.456573486328125, -1.9015960693359375])",124439808,gpt2
It is true that a puzzle is a,toy.,puzzle,toy,29,1,"(-10.090065002441406, -5.045032501220703, [-8.174911499023438, -1.9151535034179688])",124439808,gpt2
It is false that a puzzle is a,toy.,puzzle,toy,29,-1,"(-8.865570068359375, -4.4327850341796875, [-7.328544616699219, -1.5370254516601562])",124439808,gpt2
It is true that a fire engine is a,toy.,fire engine,toy,30,1,"(-9.965423583984375, -4.9827117919921875, [-7.877685546875, -2.087738037109375])",124439808,gpt2
It is false that a fire engine is a,toy.,fire engine,toy,30,-1,"(-9.21240234375, -4.606201171875, [-7.48291015625, -1.7294921875])",124439808,gpt2
